599,0,0
600,1,1
601,0,0
602,1,0
603,0,0
604,0,1
605,0,1
606,1,0
607,0,0
608,0,1
609,1,1
610,0,1
611,0,0
612,0,1
613,0,0
614,0,0
615,0,1
616,1,1
617,0,0
618,0,1
619,1,0
620,1,0
621,0,0
622,1,1
623,0,0
624,1,0
625,1,0
626,1,0
627,0,1
628,1,0
629,0,0
630,0,0
631,1,1
632,0,0
633,1,1
634,0,0
635,0,0
636,0,1
637,0,0
638,0,1
639,0,0
640,0,1
641,1,0
642,0,0
643,1,1
644,0,0
645,0,0
646,0,0
647,0,0
648,1,0
649,0,0
650,0,0
651,0,0
652,1,0
653,1,0
654,0,0
655,0,0
656,0,0
657,0,0
658,1,0
659,1,0
660,1,0
661,1,0
662,0,0
663,0,1
664,1,1
665,1,0
666,1,0
667,1,0
668,1,0
669,0,1
670,1,1
671,0,0
672,0,0
673,0,0
674,1,0
675,1,0
676,0,1
677,0,0
678,0,1
679,1,1
680,1,1
681,0,0
682,0,0
683,1,0
684,1,1
685,0,0
686,1,0
687,1,0
688,0,1
689,0,0
690,0,0
691,1,0
692,1,0
693,1,0
694,0,1
695,0,0
696,1,0
697,1,0
698,1,1
699,1,0
700,1,0
701,0,0
702,0,0
703,1,1
704,0,0
705,1,0
706,1,0
707,1,1
708,0,0
709,1,0
710,0,0
711,1,0
712,0,1
713,0,0
714,0,1
715,1,0
716,0,1
717,1,0
718,1,0
719,1,1
720,1,0
721,1,0
722,1,0
723,1,1
724,1,0
725,0,1
726,0,0
727,1,1
728,0,1
729,0,0
730,1,1
731,1,0
732,0,1
733,0,1
734,0,1
735,1,0
736,1,0
737,1,0
738,1,1
739,1,0
740,1,1
741,0,1
742,0,1
743,0,0
744,1,0
745,1,0
746,0,0
747,0,0
748,0,1
749,0,1
750,0,1
751,0,1
752,1,0
753,1,1
754,1,0
755,1,0
756,0,1
757,1,1
758,0,1
759,1,1
760,0,0
761,0,0
762,0,1
763,0,0
764,1,0
765,1,0
766,0,1
767,0,0
768,1,0
769,0,1
770,0,1
771,0,0
772,1,0
773,1,0
774,1,0
775,1,0
776,0,0
777,1,0
778,0,1
779,1,0
780,0,1
781,0,0
782,1,0
783,0,0
784,0,1
785,1,0
786,0,0
787,0,0
788,0,1
789,0,0
790,1,0
791,0,1
792,0,0
793,0,0
794,1,1
795,1,0
796,0,1
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,1,0
803,1,0
804,0,1
805,1,0
806,1,0
807,0,0
808,1,0
809,1,0
810,1,0
811,1,0
812,1,0
813,1,0
814,0,0
815,0,1
816,1,0
817,1,0
818,1,0
819,0,0
820,0,0
821,1,1
822,1,0
823,0,0
824,0,1
825,0,1
826,1,1
827,0,1
828,0,1
829,0,1
830,0,1
831,1,1
832,1,0
833,1,0
834,1,0
835,0,0
836,0,1
837,0,1
838,1,1
839,1,0
840,1,1
841,0,1
842,0,0
843,0,1
844,1,1
845,0,0
846,0,1
847,0,0
848,0,1
849,1,0
850,0,1
851,0,1
852,0,0
853,1,0
854,1,1
855,0,0
856,1,0
857,1,1
858,0,1
859,1,1
860,0,0
861,0,1
862,1,0
863,0,1
864,0,0
865,1,0
866,1,0
867,1,0
868,0,1
869,0,1
870,0,1
871,1,0
872,0,1
873,1,0
874,1,0
875,0,0
876,1,0
877,0,1
878,0,0
879,0,1
880,1,0
881,0,0
882,0,1
883,1,0
884,0,0
885,0,1
886,0,1
887,1,0
888,0,1
889,0,0
890,1,0
891,0,0
892,1,0
893,1,1
894,1,1
895,1,0
896,0,0
897,1,1
898,0,1
899,0,0
900,0,0
901,0,0
902,1,0
903,1,0
904,1,0
905,0,0
906,1,0
907,0,1
908,1,0
909,1,0
910,0,0
911,1,0
912,1,0
913,1,0
914,0,0
915,1,0
916,1,1
917,0,0
918,1,0
919,1,0
920,1,0
921,0,0
922,1,1
923,1,1
924,0,1
925,0,0
926,0,0
927,0,0
928,0,0
929,1,1
930,1,0
931,0,1
932,0,0
933,0,1
934,0,0
935,1,0
936,1,0
937,0,1
938,1,1
939,0,0
940,1,1
941,1,0
942,0,1
943,1,0
944,1,0
945,1,0
946,0,1
947,0,1
948,1,0
949,1,0
950,1,0
951,1,0
952,0,1
953,0,0
954,0,0
955,1,0
956,1,1
957,0,0
958,1,0
959,1,0
960,0,1
961,1,1
962,0,0
963,0,0
964,0,0
965,0,1
966,1,0
967,1,0
968,1,0
969,0,0
970,0,0
971,1,0
972,1,0
973,1,0
974,0,0
975,0,1
976,0,0
977,0,0
978,0,1
979,0,1
980,1,0
981,0,0
982,0,1
983,1,0
984,1,0
985,0,0
986,1,1
987,0,0
988,0,1
989,1,0
990,1,1
991,1,0
992,0,0
993,1,0
994,1,0
995,0,1
996,1,0
997,0,1
998,1,0
999,0,1
